Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2013-09-24;112,60;113,04;112,60;113,04;180;20.268
2013-09-23;113,25;113,25;112,76;112,76;87;9.853
2013-09-20;113,88;113,88;113,71;113,71;201;22.890
2013-09-19;114,42;114,42;113,94;113,94;665;76.089
2013-09-18;114,36;114,36;114,12;114,12;2.337;267.122
2013-09-17;113,72;114,06;113,72;114,06;132;15.011
2013-09-16;114,17;114,17;113,97;114,15;120;13.690
2013-09-13;113,55;113,72;113,55;113,72;1.808;205.511
2013-09-12;113,62;113,64;113,30;113,30;820;93.142
2013-09-11;113,50;113,50;113,25;113,25;56;6.356
2013-09-10;113,44;113,44;113,44;113,44;0;0
2013-09-09;112,37;112,40;112,21;112,21;1.230;138.222
2013-09-06;112,81;112,81;112,70;112,78;191;21.538
2013-09-05;112,95;112,95;112,95;112,95;0;0
2013-09-04;111,43;111,64;111,43;111,64;36;4.011
2013-09-03;111,56;111,56;111,56;111,56;0;0
2013-09-02;111,73;111,73;111,73;111,73;0;0
2013-08-30;110,52;110,52;110,52;110,52;0;0
2013-08-29;110,36;111,17;110,329;111,17;140;15.449
2013-08-28;109,21;109,70;109,21;109,69;802;87.687
2013-08-27;110,45;110,45;109,55;109,55;2.675;295.028
2013-08-26;111,49;111,49;111,49;111,49;0;0
2013-08-23;110,92;110,92;110,70;110,70;80;8.874
2013-08-22;109,95;110,55;109,95;110,55;600;65.970
2013-08-21;110,10;110,12;110,10;110,12;50;5.505
2013-08-20;110,24;110,24;109,95;110,23;15.800;1.737.524
2013-08-19;110,78;110,78;110,78;110,78;115;12.740
2013-08-16;111,42;111,42;111,42;111,42;0;0
2013-08-15;112,31;112,31;112,31;112,31;0;0
2013-08-14;113,90;113,90;113,90;113,90;0;0
2013-08-13;113,67;113,92;113,67;113,92;390;44.331
2013-08-12;112,82;113,50;112,82;113,50;200;22.564
2013-08-09;113,37;113,37;112,95;113,06;1.793;202.529
2013-08-08;113,40;113,40;112,89;112,89;23;2.608
2013-08-07;113,06;113,06;113,06;113,06;0;0
2013-08-06;113,84;113,84;113,84;113,84;0;0
2013-08-05;114,95;115,00;114,88;114,99;392;45.055
2013-08-02;115,27;115,45;114,53;114,53;11.875;1.368.852
2013-08-01;114,17;114,96;114,17;114,96;10.520;1.203.400
2013-07-31;113,96;114,00;113,96;113,96;250;28.497
2013-07-30;113,69;113,76;113,69;113,76;120;13.643
2013-07-29;113,36;113,36;113,36;113,36;0;0
2013-07-26;112,96;112,96;112,96;112,96;0;0
2013-07-25;113,481;113,63;113,38;113,38;103;11.702
2013-07-24;114,35;114,35;114,04;114,04;90;10.292
2013-07-23;114,31;114,31;114,31;114,31;0;0
2013-07-22;114,78;114,78;114,78;114,78;0;0
2013-07-19;114,48;114,72;114,48;114,72;520;59.530
2013-07-18;115,30;115,44;115,30;115,44;36;4.151
2013-07-17;113,89;114,43;113,86;114,43;70;7.972
2013-07-16;114,63;114,63;113,69;113,69;440;50.255
2013-07-15;114,70;115,07;114,70;115,07;406;46.582
2013-07-12;114,29;114,57;114,29;114,43;210;24.057
2013-07-11;114,23;114,39;114,20;114,20;1.870;213.893
2013-07-10;114,65;114,65;114,65;114,65;0;0
2013-07-09;115,29;115,29;115,29;115,29;0;0
2013-07-08;113,71;113,71;113,71;113,71;0;0
2013-07-05;113,02;113,02;112,39;112,39;1.379;155.762
2013-07-04;112,60;112,67;112,42;112,42;388;43.701
2013-07-03;110,45;110,46;110,45;110,46;90;9.941
2013-07-02;111,06;111,06;111,06;111,06;0;0
2013-07-01;110,48;110,99;110,48;110,99;79;8.728
2013-06-28;110,00;110,55;110,00;110,55;45;4.950
2013-06-27;110,03;110,64;110,03;110,64;600;66.018
2013-06-26;108,81;109,63;108,80;109,63;1.635;177.962
2013-06-25;107,59;108,14;107,59;108,14;350;37.675
2013-06-24;107,72;107,72;106,35;106,35;100;10.772
2013-06-21;108,23;108,23;107,31;107,31;536;57.866
2013-06-20;109,39;109,39;108,28;108,28;445;48.572
2013-06-19;110,10;110,21;109,79;109,84;1.010;110.993
2013-06-18;109,59;109,79;109,33;109,79;2.660;290.968
2013-06-17;109,61;109,95;109,52;109,95;225;24.649
2013-06-14;109,36;109,36;109,08;109,08;74;8.093
2013-06-13;107,63;108,17;107,63;108,17;180;19.373
2013-06-12;109,95;109,95;108,76;108,76;90;9.896
2013-06-11;110,08;110,08;110,08;110,08;0;0
2013-06-10;110,98;111,09;110,70;110,86;9.333;1.033.231
2013-06-07;109,27;110,69;109,27;110,69;190;20.761
2013-06-06;109,73;109,73;108,81;108,81;85;9.327
2013-06-05;111,03;111,03;110,17;110,17;620;68.818
2013-06-04;111,99;111,99;111,74;111,74;2.500;279.975
2013-06-03;111,36;111,90;110,58;110,58;605;67.697
2013-05-31;112,94;113,78;112,94;113,78;610;69.205
2013-05-30;113,18;113,18;113,18;113,18;0;0
2013-05-29;114,37;114,37;113,10;113,10;950;108.428
2013-05-28;115,39;115,39;115,39;115,39;0;0
2013-05-27;113,41;113,94;113,41;113,94;260;29.609
2013-05-24;113,76;113,76;112,98;113,17;429;48.675
2013-05-23;113,75;113,78;113,26;113,78;1.119;126.762
2013-05-22;116,10;116,10;116,10;116,10;0;0
2013-05-21;115,32;115,32;115,11;115,11;125;14.415
2013-05-20;115,56;115,56;115,56;115,56;0;0
2013-05-17;114,91;115,32;114,91;115,19;325;37.418
2013-05-16;114,50;114,60;114,09;114,60;122;13.949
2013-05-15;114,59;114,59;114,59;114,59;0;0
2013-05-14;111,83;112,99;111,83;112,99;237;26.533
2013-05-13;112,02;112,02;112,02;112,02;0;0
2013-05-10;111,47;111,95;111,34;111,95;10.049;1.120.484
2013-05-09;110,66;110,66;110,66;110,66;0;0
2013-05-08;110,15;110,15;109,64;110,03;275;30.221
2013-05-07;109,99;110,21;109,99;110,21;35;3.850
2013-05-06;109,48;109,83;109,41;109,83;220;24.073
2013-05-03;109,62;109,64;109,56;109,56;3.600;394.664
2013-05-02;107,08;108,72;107,08;108,72;1.049;112.333
2013-04-30;107,52;107,52;107,52;107,52;0;0
2013-04-29;107,65;107,93;107,65;107,93;55;5.921
2013-04-26;107,99;108,00;107,79;107,86;593;64.031
2013-04-25;108,60;108,60;108,60;108,60;0;0
2013-04-24;108,30;108,30;108,03;108,03;90;9.747
2013-04-23;107,15;107,82;107,15;107,82;315;33.753
2013-04-22;106,27;106,27;105,88;105,88;70;7.439
2013-04-19;105,24;105,57;105,049;105,57;598;62.932
2013-04-18;105,96;105,96;105,19;105,19;80;8.477
2013-04-17;105,68;105,819;105,57;105,57;110;11.626
2013-04-16;105,88;105,98;105,88;105,98;212;22.453
2013-04-15;107,50;107,50;107,20;107,20;380;40.850
2013-04-12;108,08;108,08;107,51;107,51;21.193;2.289.935
2013-04-11;107,97;108,08;107,97;108,08;75;8.098
2013-04-10;107,71;107,71;107,71;107,71;0;0
2013-04-09;106,16;106,16;106,16;106,16;0;0
2013-04-08;106,30;106,30;106,04;106,04;11.503;1.222.186
2013-04-05;107,18;107,18;105,39;105,47;7.260;765.590
2013-04-04;107,92;107,92;107,66;107,66;1.978;213.278
2013-04-03;107,92;107,92;107,92;107,92;0;0
2013-04-02;108,35;108,90;108,35;108,90;8.500;921.375
2013-03-28;108,55;108,55;108,26;108,50;1.903;206.225
2013-03-27;108,27;108,48;108,27;108,48;900;97.443
2013-03-26;107,37;107,74;107,37;107,74;158;16.964
2013-03-25;106,92;107,46;106,92;107,15;295;31.586
2013-03-22;106,36;106,36;106,35;106,35;41;4.361
2013-03-21;106,95;106,95;106,79;106,79;652;69.715
2013-03-20;106,80;106,80;106,77;106,77;110;11.748
2013-03-19;106,67;107,06;106,49;106,49;5.125;547.571
2013-03-18;106,05;106,53;106,05;106,53;5;530
2013-03-15;106,14;106,24;105,86;106,24;1.150;121.753
2013-03-14;106,77;106,77;106,77;106,77;0;0
2013-03-13;105,60;106,59;105,60;106,59;235;24.816
2013-03-12;106,19;106,19;105,72;105,72;145;15.398
2013-03-11;105,679;105,93;105,679;105,93;90;9.516
2013-03-08;105,81;105,81;105,81;105,81;0;0
2013-03-07;105,10;105,10;104,70;104,70;95;9.985
2013-03-06;105,41;105,41;105,22;105,22;240;25.298
2013-03-05;103,99;105,05;103,99;105,05;105;10.921
2013-03-04;103,13;103,58;103,13;103,58;40;4.125
2013-03-01;103,46;103,46;103,46;103,46;0;0
2013-02-28;102,48;103,01;102,41;103,01;68;6.968
2013-02-27;102,10;102,10;102,10;102,10;0;0
2013-02-26;101,08;101,08;101,03;101,03;375;37.905
2013-02-25;101,83;102,01;101,63;101,85;10.168;1.037.186
2013-02-22;101,12;101,68;101,12;101,64;2.250;227.716
2013-02-21;101,22;101,22;100,85;100,85;160;16.193
2013-02-20;101,25;101,42;101,25;101,25;1.242;125.852
2013-02-19;101,20;101,23;101,20;101,23;1.060;107.272
2013-02-18;101,15;101,15;100,94;100,99;10.124;1.021.936
2013-02-15;100,98;100,98;100,98;100,98;0;0
2013-02-14;100,67;101,11;100,67;101,06;34.535;3.491.316
2013-02-13;100,17;100,17;100,00;100,15;33.257;3.327.562
2013-02-12;99,99;100,00;99,99;100,00;45;4.500
2013-02-11;100,37;100,37;100,16;100,16;47;4.717
2013-02-08;100,46;100,46;100,39;100,39;9;904
2013-02-07;99,21;99,21;99,21;99,21;0;0
2013-02-06;99,11;99,11;98,85;98,87;1.310;129.685
2013-02-05;98,33;98,47;98,33;98,47;30;2.950
2013-02-04;98,32;98,57;98,12;98,12;953;93.930
2013-02-01;97,67;97,67;97,67;97,67;0;0
2013-01-31;97,63;97,63;97,63;97,63;0;0
2013-01-30;98,26;98,26;98,26;98,26;0;0
2013-01-29;98,81;98,89;98,81;98,89;77;7.608
2013-01-28;99,02;99,02;98,74;98,74;159;15.744
2013-01-25;98,86;98,86;98,60;98,60;50;4.943
2013-01-24;99,14;99,34;99,07;99,34;1.020;101.126
2013-01-23;99,15;99,26;99,15;99,26;75;7.436
2013-01-22;98,37;98,75;98,37;98,75;275;27.076
2013-01-21;98,70;98,97;98,59;98,97;7.761;765.171
2013-01-18;98,35;98,35;98,35;98,35;0;0
2013-01-17;98,08;98,08;98,08;98,08;0;0
2013-01-16;97,90;97,90;97,90;97,90;0;0
2013-01-15;97,15;97,38;97,05;97,38;859;83.443
2013-01-14;97,29;97,29;97,24;97,24;123;11.967
2013-01-11;98,00;98,00;97,31;97,31;410;40.128
2013-01-10;99,19;99,19;97,95;97,95;202;20.028
2013-01-09;99,17;99,17;99,17;99,17;0;0
2013-01-08;98,38;98,38;98,38;98,38;0;0
2013-01-07;99,38;99,38;98,61;98,61;125;12.376
2013-01-04;99,249;99,249;99,029;99,21;115;11.404
2013-01-03;97,95;98,83;97,95;98,83;4.668;459.871
2013-01-02;96,66;97,34;96,39;97,34;347.025;33.509.616
2012-12-28;94,76;94,76;94,43;94,43;1;95
2012-12-27;94,82;94,82;94,04;94,28;18.338;1.730.497
2012-12-21;95,70;95,95;95,61;95,61;210;20.103
2012-12-20;95,95;96,05;95,95;96,05;150;14.393
2012-12-19;96,41;96,41;96,41;96,41;0;0
2012-12-18;96,50;96,50;96,39;96,39;5.300;511.450
2012-12-17;95,66;95,66;95,66;95,66;0;0
2012-12-14;95,24;95,24;95,24;95,24;0;0
2012-12-13;96,65;96,65;96,35;96,35;52;5.026
2012-12-12;97,38;97,48;97,03;97,03;6.833;665.476
2012-12-11;97,53;97,53;97,53;97,53;0;0
2012-12-10;96,85;97,19;96,85;97,13;10.950;1.061.771
2012-12-07;96,61;96,61;96,61;96,61;0;0
2012-12-06;95,68;96,29;95,68;96,29;500;47.840
2012-12-05;95,13;95,13;95,13;95,13;0;0
2012-12-04;95,12;95,12;94,98;94,98;732;69.628
2012-12-03;95,73;95,73;95,73;95,73;0;0
2012-11-30;96,33;96,40;95,92;95,92;550;52.992
2012-11-29;96,53;96,53;96,43;96,43;730;70.467
2012-11-28;95,58;95,60;95,50;95,60;6.046;577.711
2012-11-27;95,89;95,89;95,89;95,89;400;38.356
2012-11-26;95,34;95,34;95,34;95,34;0;0
2012-11-23;95,33;95,60;95,33;95,60;28.550;2.727.782
2012-11-22;95,78;95,78;95,57;95,57;30;2.873
2012-11-21;95,56;95,56;95,56;95,56;0;0
2012-11-20;95,50;95,59;95,50;95,59;530;50.620
2012-11-19;94,94;95,14;94,94;95,14;50;4.747
2012-11-16;93,46;93,46;93,46;93,46;0;0
2012-11-15;93,83;93,83;93,34;93,34;107;10.040
2012-11-14;95,63;95,63;94,72;94,72;109;10.424
2012-11-13;95,52;96,17;95,52;96,17;1.395;133.268
2012-11-12;95,68;95,68;95,68;95,68;0;0
2012-11-09;96,04;96,04;96,04;96,04;0;0
2012-11-08;96,58;96,58;96,18;96,18;21;2.028
2012-11-07;96,12;96,12;96,12;96,12;0;0
2012-11-06;97,94;97,99;97,94;97,99;103;10.088
2012-11-05;97,25;97,35;97,23;97,35;1.072;104.231
2012-11-02;97,84;97,84;97,84;97,84;0;0
2012-11-01;95,97;97,16;95,97;97,16;1.473;141.364
2012-10-31;96,12;96,12;95,62;95,62;169;16.244
2012-10-30;96,12;96,23;96,12;96,23;1.025;98.613
2012-10-29;96,00;96,21;96,00;96,21;25;2.400
2012-10-26;96,54;96,54;95,96;95,96;1.590;153.499
2012-10-25;96,11;96,11;95,84;95,84;1.000;96.110
2012-10-24;96,479;96,479;96,11;96,11;60;5.789
2012-10-23;96,35;96,39;95,87;95,87;20.096;1.936.590
2012-10-22;96,72;96,87;96,36;96,36;1.320;127.525
2012-10-19;97,59;97,59;97,58;97,58;20;1.952
2012-10-18;98,27;98,27;98,27;98,27;0;0
2012-10-17;98,07;98,07;97,95;97,95;770;75.514
2012-10-16;98,19;98,19;98,19;98,19;0;0
2012-10-15;97,46;97,56;97,46;97,56;55;5.360
2012-10-12;97,47;97,47;97,12;97,12;600;58.482
2012-10-11;98,11;98,11;98,10;98,10;1.715;168.259
2012-10-10;98,19;98,19;98,19;98,19;0;0
2012-10-09;98,73;98,73;98,73;98,73;0;0
2012-10-08;98,71;98,71;98,71;98,71;0;0
2012-10-05;99,02;99,02;99,02;99,02;0;0
2012-10-04;98,90;98,90;98,76;98,76;420;41.538
2012-10-03;98,60;99,01;98,60;99,01;500;49.300
2012-10-02;98,58;98,58;98,08;98,08;330;32.531
2012-10-01;98,63;99,23;98,45;99,18;8.367;830.046
2012-09-28;98,39;98,39;98,39;98,39;0;0
2012-09-27;98,58;98,58;98,51;98,51;100;9.858
2012-09-26;98,591;98,591;98,03;98,16;6.434;631.371
2012-09-25;99,52;99,52;99,28;99,28;3.095;307.915
2012-09-24;99,25;99,25;99,25;99,25;0;0
2012-09-21;99,19;99,19;99,19;99,19;0;0
2012-09-20;99,00;99,00;99,00;99,00;0;0
2012-09-19;98,52;98,52;98,52;98,52;0;0
2012-09-18;98,33;98,33;98,33;98,33;0;0
2012-09-17;98,25;98,28;98,02;98,12;1.915;187.979
2012-09-14;98,30;98,30;98,30;98,30;0;0
2012-09-13;97,90;98,18;97,90;98,09;125;12.238
2012-09-12;98,00;98,00;97,99;97,99;110;10.780
2012-09-11;98,60;98,60;98,27;98,27;150;14.790
2012-09-10;98,64;98,92;98,64;98,79;2.132;210.828
2012-09-07;98,75;98,75;98,75;98,75;0;0
2012-09-06;98,49;99,51;98,30;99,51;29.053;2.860.528
2012-09-05;98,13;98,13;98,13;98,13;0;0
2012-09-04;97,93;97,93;97,93;97,93;0;0
2012-09-03;98,41;98,41;98,37;98,37;100;9.841
2012-08-31;98,53;98,53;98,53;98,53;0;0
2012-08-30;98,45;98,45;98,45;98,45;0;0
2012-08-29;98,78;98,78;98,71;98,71;70;6.915
2012-08-28;98,98;98,98;98,64;98,64;15.130;1.494.367
2012-08-27;99,26;99,39;99,26;99,39;503;49.928
2012-08-24;98,72;98,72;98,69;98,69;50;4.936
2012-08-23;98,33;98,33;98,33;98,33;0;0
2012-08-22;99,30;99,30;99,30;99,30;0;0
2012-08-21;100,09;100,09;100,09;100,09;0;0
2012-08-20;100,65;100,65;100,65;100,65;0;0
2012-08-17;100,74;101,10;100,74;101,10;21;2.116
2012-08-16;100,31;100,31;100,31;100,31;0;0
2012-08-15;99,98;100,42;99,98;100,42;2.216;221.636
2012-08-14;100,15;100,37;100,15;100,37;12.500;1.251.925
2012-08-13;99,54;99,54;99,54;99,54;0;0
2012-08-10;99,96;99,96;99,96;99,96;0;0
2012-08-09;100,33;100,33;100,33;100,33;0;0
2012-08-08;99,59;99,59;99,59;99,59;0;0
2012-08-07;99,19;99,19;99,19;99,19;0;0
2012-08-06;99,07;99,07;98,74;98,74;500;49.535
2012-08-03;98,81;98,81;98,81;98,81;0;0
2012-08-02;98,40;98,40;98,21;98,38;2.000;196.610
2012-08-01;98,50;98,66;98,48;98,58;40.350;3.976.504
2012-07-31;99,41;99,41;98,74;98,74;1.000;99.410
2012-07-30;99,04;99,04;99,04;99,04;0;0
2012-07-27;97,50;97,57;97,17;97,57;14.437;1.404.579
2012-07-26;96,68;96,68;96,68;96,68;0;0
2012-07-25;96,93;96,94;96,60;96,60;1.880;182.228
2012-07-24;97,41;97,41;97,41;97,41;0;0
2012-07-23;97,68;97,68;97,33;97,33;141;13.765
2012-07-20;98,52;98,52;98,52;98,52;0;0
2012-07-19;98,57;98,57;98,57;98,57;0;0
2012-07-18;97,07;98,13;97,07;98,13;315;30.577
2012-07-17;96,95;97,07;96,95;97,05;14.834;1.439.668
2012-07-16;96,86;96,88;96,86;96,88;10;969
2012-07-13;96,27;96,98;96,27;96,98;950;91.457
2012-07-12;95,93;95,93;95,68;95,68;205;19.666
2012-07-11;96,17;96,17;96,17;96,17;0;0
2012-07-10;96,68;96,68;96,68;96,68;0;0
2012-07-09;96,14;96,14;96,14;96,14;0;0
2012-07-06;96,26;96,26;96,26;96,26;0;0
2012-07-05;96,39;97,08;96,39;97,08;600;57.834
2012-07-04;95,64;96,15;95,64;96,15;358;34.308
2012-07-03;95,03;95,49;95,03;95,49;260;24.721
2012-07-02;94,48;95,21;94,48;94,76;30.388;2.880.724
2012-06-29;93,80;93,80;93,80;93,80;0;0
2012-06-28;93,34;93,34;93,00;93,00;2.000;186.530
2012-06-27;93,63;93,63;93,63;93,63;0;0
2012-06-26;92,47;92,47;92,39;92,39;2.000;184.880
2012-06-25;92,03;92,03;92,03;92,03;0;0
2012-06-22;92,95;92,95;92,95;92,95;0;0
2012-06-21;93,51;93,55;93,51;93,55;10.088;943.329
2012-06-20;93,79;93,79;93,47;93,52;340;31.793
2012-06-19;93,71;93,71;93,71;93,71;0;0
2012-06-18;93,06;93,58;93,06;93,58;160;14.890
2012-06-15;92,68;92,68;92,68;92,68;0;0
2012-06-14;92,15;92,15;92,15;92,15;0;0
2012-06-13;92,11;92,11;92,11;92,11;0;0
2012-06-12;92,56;92,56;92,56;92,56;0;0
2012-06-11;92,70;92,70;92,70;92,70;0;0
2012-06-08;92,31;92,31;92,31;92,31;0;0
2012-06-07;92,22;92,22;92,09;92,09;2.000;184.440
2012-06-06;90,71;91,49;90,71;91,49;20;1.814
2012-06-05;89,60;90,11;89,60;90,11;327;29.332
2012-06-04;89,78;89,78;89,17;89,17;90;8.080
2012-06-01;90,90;90,90;90,90;90,90;0;0
2012-05-31;92,58;92,58;92,45;92,45;1.000;92.580
2012-05-30;92,94;92,94;92,94;92,94;0;0
2012-05-29;92,56;93,06;92,56;93,06;48;4.443
2012-05-28;92,34;92,34;92,34;92,34;3.950;364.743
2012-05-25;92,39;92,42;92,33;92,33;11.865;1.096.115
2012-05-24;91,89;91,98;91,75;91,75;1.149;105.586
2012-05-23;90,70;90,70;90,51;90,51;2.000;181.400
2012-05-22;91,14;91,14;91,14;91,14;0;0
2012-05-21;89,59;89,59;89,59;89,59;0;0
2012-05-18;89,96;89,96;89,62;89,62;600;53.976
2012-05-17;91,40;91,40;90,67;90,67;1.000;91.400
2012-05-16;91,70;91,70;91,67;91,67;351;32.187
2012-05-15;91,67;91,75;91,67;91,75;1.000;91.670
2012-05-14;91,48;91,55;91,48;91,55;1.000;91.480
2012-05-11;91,61;92,31;91,60;92,31;9.342;855.814
2012-05-10;91,82;91,82;91,82;91,82;0;0
2012-05-09;91,58;91,60;91,58;91,60;1.000;91.580
2012-05-08;90,88;90,88;90,88;90,88;0;0
2012-05-07;91,38;91,59;91,38;91,59;40;3.655
2012-05-04;91,55;91,55;91,55;91,55;0;0
2012-05-03;93,20;93,20;92,95;92,95;100;9.320
2012-05-02;93,23;93,23;92,92;92,92;6.400;596.672
2012-04-30;92,65;92,69;92,14;92,14;10.000;926.660
2012-04-27;92,45;92,45;92,45;92,45;0;0
2012-04-26;91,94;91,94;91,94;91,94;0;0
2012-04-25;91,50;91,75;91,50;91,75;2.612;239.637
2012-04-24;90,87;90,89;90,87;90,89;20;1.817
2012-04-20;91,56;91,63;91,56;91,63;547;50.083
2012-04-19;92,31;92,33;92,03;92,05;3.000;276.670
2012-04-18;92,21;92,21;92,21;92,21;0;0
2012-04-17;92,22;92,22;92,22;92,22;0;0
2012-04-16;91,39;91,39;91,39;91,39;0;0
2012-04-13;91,88;91,88;91,88;91,88;0;0
2012-04-12;91,38;91,65;91,38;91,65;2.000;182.760
2012-04-11;91,16;91,40;91,16;91,40;6.000;547.120
2012-04-10;92,33;92,33;92,33;92,33;2.295;211.897
2012-04-05;92,99;93,55;92,85;93,55;4.850;451.039
2012-04-04;93,02;93,02;92,83;92,83;2.064;191.986
2012-04-03;92,68;92,78;92,58;92,58;4.825;447.227
2012-04-02;92,20;92,89;92,20;92,89;60.000;5.532.117
2012-03-30;92,30;92,30;92,17;92,17;250;23.075
2012-03-29;92,00;92,15;91,69;91,69;1.460;134.464
2012-03-28;92,40;92,40;92,23;92,23;5.509;509.032
2012-03-27;92,96;92,96;92,69;92,69;4.272;396.445
2012-03-26;92,57;92,57;92,42;92,42;2.000;185.140
2012-03-23;91,99;91,99;91,75;91,76;2.825;259.674
2012-03-22;92,15;92,15;92,15;92,15;0;0
2012-03-21;92,64;92,89;92,64;92,89;12;1.112
2012-03-20;92,84;92,84;92,39;92,54;5.155;477.617
2012-03-19;92,69;92,94;92,69;92,94;1.000;92.690
2012-03-16;92,98;93,06;92,98;93,06;64;5.951
2012-03-15;93,28;93,50;93,28;93,50;2.234;208.388
2012-03-14;93,37;93,38;93,24;93,38;296;27.622
2012-03-13;91,60;92,03;91,60;92,03;16;1.466
2012-03-12;91,23;91,25;90,80;90,80;100;9.118
2012-03-09;91,37;91,37;91,37;91,37;0;0
2012-03-08;90,00;90,00;89,68;89,68;3.076;276.497
2012-03-07;89,67;89,67;89,62;89,66;362;32.445
2012-03-06;89,78;89,78;89,43;89,43;425;38.157
2012-03-05;89,68;89,68;89,68;89,68;0;0
2012-03-02;90,38;90,59;90,28;90,59;3.083;278.344
2012-03-01;89,47;89,78;89,47;89,78;57;5.111
2012-02-29;89,06;89,46;89,06;89,22;456;40.771
2012-02-28;88,86;88,86;88,86;88,86;0;0
2012-02-27;88,37;88,94;88,37;88,94;70;6.186
2012-02-24;89,03;89,03;88,55;88,55;9.069;806.783
2012-02-23;89,15;89,15;89,15;89,15;0;0
2012-02-22;89,74;89,74;89,38;89,38;170;15.256
2012-02-21;89,72;89,77;89,72;89,77;60;5.383
2012-02-20;90,22;90,22;89,99;89,99;1.388;125.005
2012-02-17;90,05;90,05;90,05;90,05;0;0
2012-02-16;90,05;90,05;90,05;90,05;0;0
2012-02-15;89,99;90,19;89,99;90,19;1.000;89.990
2012-02-14;89,24;89,33;89,24;89,33;687;61.308
2012-02-13;88,91;88,94;88,86;88,94;1.420;126.191
2012-02-10;88,31;88,58;88,31;88,58;5.509;486.500
2012-02-09;88,46;88,46;88,46;88,46;0;0
2012-02-08;88,41;88,41;88,41;88,41;0;0
2012-02-07;88,86;88,86;88,51;88,51;453;40.254
2012-02-06;89,09;89,09;89,09;89,09;0;0
2012-02-03;89,13;89,13;89,13;89,13;0;0
2012-02-02;87,75;87,80;87,70;87,70;580;50.910
2012-02-01;87,66;87,66;87,35;87,51;5.590;489.992
2012-01-31;86,90;87,139;86,90;87,09;469;40.828
2012-01-30;86,86;86,86;86,85;86,85;50;4.343
2012-01-27;87,14;87,14;86,88;86,88;70;6.100
2012-01-26;87,72;88,09;87,64;87,64;1;1.726.302
2012-01-25;88,23;88,23;88,07;88,07;5.600;494.088
2012-01-24;87,86;87,86;87,86;87,86;0;0
2012-01-23;87,83;87,83;87,83;87,83;0;0
2012-01-20;88,30;88,49;88,11;88,11;312;27.593
2012-01-19;88,62;88,62;88,62;88,62;0;0
2012-01-18;88,28;88,31;88,28;88,31;250;22.070
2012-01-17;88,76;88,87;88,76;88,84;157;13.948
2012-01-16;88,66;88,91;88,66;88,91;5.957;529.450
2012-01-13;88,82;88,82;87,62;88,29;2.548;224.548
2012-01-12;88,82;88,82;87,62;87,62;1;1.021.430
2012-01-11;88,47;88,47;88,47;88,47;0;0
2012-01-10;88,18;88,18;88,18;88,18;0;0
2012-01-09;87,17;87,17;87,17;87,17;0;0
2012-01-06;87,75;87,75;87,75;87,75;86;7.467
2012-01-05;86,62;86,62;86,62;86,62;0;0
2012-01-04;85,69;85,69;85,69;85,69;1;85
2012-01-03;85,84;85,84;85,40;85,55;95.000;8.120.419
2011-12-30;85,03;85,03;85,03;85,03;0;0
2011-12-29;84,74;84,74;84,74;84,74;0;0
2011-12-28;84,16;84,16;84,16;84,16;0;0
2011-12-27;84,23;84,23;84,23;84,23;0;0
2011-12-23;84,15;84,15;84,15;84,15;0;0
2011-12-22;83,24;83,24;83,24;83,24;0;0
2011-12-21;82,25;82,25;82,25;82,25;30;2.473
2011-12-20;80,91;81,12;80,91;80,91;10;26.450
2011-12-19;80,98;80,98;80,98;80,98;0;0
2011-12-16;81,63;81,63;81,63;81,63;0;0
2011-12-15;81,37;81,37;81,37;81,37;0;0
2011-12-14;81,01;81,01;81,01;81,01;0;0
2011-12-13;82,36;82,36;82,36;82,36;1.120;92.058
2011-12-12;81,70;81,70;81,03;81,03;806;65.752
2011-12-09;80,70;81,31;80,70;81,31;645;51.956
2011-12-08;81,18;81,18;81,18;81,18;0;0
2011-12-07;81,17;81,34;81,17;81,34;600;48.702
2011-12-06;81,63;81,63;81,38;81,38;600;48.978
2011-12-05;81,50;81,50;81,50;81,50;0;0
2011-12-02;81,30;81,30;81,30;81,30;0;0
2011-12-01;79,93;80,21;79,93;80,12;122;9.768
2011-11-30;77,72;79,87;77,72;79,87;4.009;311.579
2011-11-29;78,22;78,22;78,22;78,22;0;0
2011-11-28;76,93;77,82;76,93;77,82;30;2.308
2011-11-25;76,52;76,52;76,52;76,52;0;0
2011-11-24;75,90;75,90;75,67;75,67;1.000;75.900
2011-11-23;75,75;75,75;75,75;75,75;0;0
2011-11-22;76,05;76,05;76,05;76,05;0;0
2011-11-21;76,11;76,11;76,11;76,11;0;0
2011-11-18;78,23;78,38;78,13;78,13;507;39.678
2011-11-17;78,87;79,12;78,87;78,87;10.326;854.159
2011-11-16;80,50;80,50;80,50;80,50;0;0
2011-11-15;79,94;79,94;79,94;79,94;0;0
2011-11-14;80,17;80,18;79,95;79,95;1.062;85.140
2011-11-11;79,63;79,63;79,63;79,63;4.000;319.440
2011-11-10;78,86;79,27;78,86;78,86;27;2.140
2011-11-09;79,10;79,59;79,10;79,59;5.000;395.500
2011-11-08;78,96;78,96;78,96;78,96;0;0
2011-11-07;78,55;78,55;78,55;78,55;0;0
2011-11-04;78,40;78,40;78,40;78,40;0;0
2011-11-03;78,73;78,73;78,73;78,73;0;0
2011-11-02;77,80;77,80;77,80;77,80;0;0
2011-11-01;77,21;77,21;77,21;77,21;0;0
